,latitude,longitude,traceid,sampledate,heading,speed
45,53.44438411340653,10.310296010100211,GAUp1meAQZKbQV8oSvpOpA,2024-07-10 11:26:06,190.0,46.0
46,53.44427397682256,10.31025727867617,GAUp1meAQZKbQV8oSvpOpA,2024-07-10 11:26:07,190.0,45.0
47,53.444166043318006,10.310217090156325,GAUp1meAQZKbQV8oSvpOpA,2024-07-10 11:26:08,190.0,44.0
48,53.44405606083243,10.310195410479489,GAUp1meAQZKbQV8oSvpOpA,2024-07-10 11:26:09,189.0,44.0
49,53.44394027310968,10.310168028881744,GAUp1meAQZKbQV8oSvpOpA,2024-07-10 11:26:10,189.0,44.0
50,53.44383433943748,10.31013049517993,GAUp1meAQZKbQV8oSvpOpA,2024-07-10 11:26:11,189.0,44.0
51,53.44372378797606,10.310105349651463,GAUp1meAQZKbQV8oSvpOpA,2024-07-10 11:26:12,188.0,43.0
52,53.443618204356525,10.310074806429194,GAUp1meAQZKbQV8oSvpOpA,2024-07-10 11:26:13,187.0,43.0
53,53.44340214974322,10.310048778232645,GAUp1meAQZKbQV8oSvpOpA,2024-07-10 11:26:14,182.0,43.0
54,53.443294391616895,10.310058521284958,GAUp1meAQZKbQV8oSvpOpA,2024-07-10 11:26:16,177.0,44.0
55,53.44317961012455,10.310064131783246,GAUp1meAQZKbQV8oSvpOpA,2024-07-10 11:26:17,178.0,44.0
56,53.443066144442895,10.310048948191811,GAUp1meAQZKbQV8oSvpOpA,2024-07-10 11:26:18,182.0,45.0
57,53.44295405301253,10.310022579731134,GAUp1meAQZKbQV8oSvpOpA,2024-07-10 11:26:19,187.0,46.0
58,53.442841082145314,10.30998081906314,GAUp1meAQZKbQV8oSvpOpA,2024-07-10 11:26:20,191.0,46.0
59,53.44272857232305,10.309931906856448,GAUp1meAQZKbQV8oSvpOpA,2024-07-10 11:26:21,194.0,46.0
60,53.44261776400053,10.309868463193364,GAUp1meAQZKbQV8oSvpOpA,2024-07-10 11:26:22,198.0,47.0
61,53.44250692037836,10.309783637087994,GAUp1meAQZKbQV8oSvpOpA,2024-07-10 11:26:23,203.0,47.0
62,53.44240194739005,10.309690736858911,GAUp1meAQZKbQV8oSvpOpA,2024-07-10 11:26:24,207.0,48.0
63,53.44229930739067,10.309579093674456,GAUp1meAQZKbQV8oSvpOpA,2024-07-10 11:26:25,212.0,49.0
64,53.442199301994016,10.30945116485727,GAUp1meAQZKbQV8oSvpOpA,2024-07-10 11:26:26,216.0,50.0
65,53.44210344434636,10.309309362100471,GAUp1meAQZKbQV8oSvpOpA,2024-07-10 11:26:27,220.0,51.0
66,53.442012912840866,10.309149549222456,GAUp1meAQZKbQV8oSvpOpA,2024-07-10 11:26:28,226.0,52.0
67,53.441934618714384,10.308970902403724,GAUp1meAQZKbQV8oSvpOpA,2024-07-10 11:26:29,232.0,52.0
68,53.44187069289291,10.308780045264236,GAUp1meAQZKbQV8oSvpOpA,2024-07-10 11:26:30,239.0,52.0
69,53.44178046979328,10.30838997595025,GAUp1meAQZKbQV8oSvpOpA,2024-07-10 11:26:31,251.0,49.0
70,53.44176624858601,10.30818981750552,GAUp1meAQZKbQV8oSvpOpA,2024-07-10 11:26:33,260.0,48.0
71,53.441771269499995,10.30798399870103,GAUp1meAQZKbQV8oSvpOpA,2024-07-10 11:26:34,268.0,48.0
72,53.44177060141453,10.307781115261449,GAUp1meAQZKbQV8oSvpOpA,2024-07-10 11:26:35,270.0,48.0
73,53.44176639712926,10.307362626132564,GAUp1meAQZKbQV8oSvpOpA,2024-07-10 11:26:36,268.0,50.0
74,53.44175827671339,10.30714798182846,GAUp1meAQZKbQV8oSvpOpA,2024-07-10 11:26:37,267.0,51.0
75,53.44174474059134,10.3069331938158,GAUp1meAQZKbQV8oSvpOpA,2024-07-10 11:26:38,264.0,51.0
76,53.44172881836164,10.306715015474753,GAUp1meAQZKbQV8oSvpOpA,2024-07-10 11:26:39,262.0,52.0
77,53.441706985678216,10.306497010980166,GAUp1meAQZKbQV8oSvpOpA,2024-07-10 11:26:40,260.0,53.0
78,53.441681072125945,10.306276563569943,GAUp1meAQZKbQV8oSvpOpA,2024-07-10 11:26:41,259.0,53.0
79,53.44164806739127,10.306056998721568,GAUp1meAQZKbQV8oSvpOpA,2024-07-10 11:26:42,256.0,54.0
80,53.44161211266684,10.305834537391505,GAUp1meAQZKbQV8oSvpOpA,2024-07-10 11:26:43,254.0,54.0
81,53.44157060944391,10.30561368675651,GAUp1meAQZKbQV8oSvpOpA,2024-07-10 11:26:44,252.0,55.0
82,53.44152515549594,10.305395619557796,GAUp1meAQZKbQV8oSvpOpA,2024-07-10 11:26:45,250.0,55.0
83,53.44147565385213,10.30518126717233,GAUp1meAQZKbQV8oSvpOpA,2024-07-10 11:26:46,248.0,54.0
84,53.44141868117705,10.304969336679148,GAUp1meAQZKbQV8oSvpOpA,2024-07-10 11:26:47,246.0,54.0
85,53.44136404201612,10.304763725494764,GAUp1meAQZKbQV8oSvpOpA,2024-07-10 11:26:48,244.0,54.0
86,53.44130523261488,10.304558986554689,GAUp1meAQZKbQV8oSvpOpA,2024-07-10 11:26:49,242.0,53.0
87,53.441247096162165,10.304365148070644,GAUp1meAQZKbQV8oSvpOpA,2024-07-10 11:26:50,242.0,53.0
88,53.44119018351996,10.304175336111928,GAUp1meAQZKbQV8oSvpOpA,2024-07-10 11:26:51,241.0,50.0
89,53.44113122916702,10.30401126595211,GAUp1meAQZKbQV8oSvpOpA,2024-07-10 11:26:52,235.0,46.0
90,53.44108124604886,10.303873230259516,GAUp1meAQZKbQV8oSvpOpA,2024-07-10 11:26:53,233.0,39.0
91,53.44104208454994,10.30376308181236,GAUp1meAQZKbQV8oSvpOpA,2024-07-10 11:26:54,231.0,32.0
92,53.441023645110306,10.303660113145895,GAUp1meAQZKbQV8oSvpOpA,2024-07-10 11:26:55,254.0,27.0
93,53.441000373981105,10.303553737594678,GAUp1meAQZKbQV8oSvpOpA,2024-07-10 11:26:56,254.0,26.0
94,53.44094947821388,10.303483544432869,GAUp1meAQZKbQV8oSvpOpA,2024-07-10 11:26:57,223.0,25.0
95,53.440886898638816,10.303464246665351,GAUp1meAQZKbQV8oSvpOpA,2024-07-10 11:26:58,195.0,24.0
96,53.44081931888435,10.303466417402648,GAUp1meAQZKbQV8oSvpOpA,2024-07-10 11:26:59,177.0,25.0
97,53.4407421547757,10.303452332792288,GAUp1meAQZKbQV8oSvpOpA,2024-07-10 11:27:00,190.0,28.0
98,53.44066737351433,10.303414827347032,GAUp1meAQZKbQV8oSvpOpA,2024-07-10 11:27:01,194.0,31.0
99,53.44049681001734,10.30333319947441,GAUp1meAQZKbQV8oSvpOpA,2024-07-10 11:27:03,194.0,37.0
100,53.440393761922145,10.303286920873765,GAUp1meAQZKbQV8oSvpOpA,2024-07-10 11:27:04,193.0,41.0
101,53.440280245861864,10.303240222857267,GAUp1meAQZKbQV8oSvpOpA,2024-07-10 11:27:05,193.0,45.0
102,53.44016952568194,10.30320025297043,GAUp1meAQZKbQV8oSvpOpA,2024-07-10 11:27:06,191.0,45.0
103,53.44005617485245,10.303167702432932,GAUp1meAQZKbQV8oSvpOpA,2024-07-10 11:27:07,189.0,46.0
104,53.43993573579636,10.303143920559194,GAUp1meAQZKbQV8oSvpOpA,2024-07-10 11:27:08,188.0,49.0
105,53.43980582311211,10.303120415869822,GAUp1meAQZKbQV8oSvpOpA,2024-07-10 11:27:09,185.0,51.0
106,53.4396696005697,10.303095064401186,GAUp1meAQZKbQV8oSvpOpA,2024-07-10 11:27:10,184.0,54.0
107,53.43952655145014,10.303070232459197,GAUp1meAQZKbQV8oSvpOpA,2024-07-10 11:27:11,184.0,56.0
108,53.4393774483905,10.303048929750554,GAUp1meAQZKbQV8oSvpOpA,2024-07-10 11:27:12,184.0,59.0
109,53.43923223759128,10.303029229515063,GAUp1meAQZKbQV8oSvpOpA,2024-07-10 11:27:13,184.0,58.0
110,53.439087246061014,10.303012364470163,GAUp1meAQZKbQV8oSvpOpA,2024-07-10 11:27:14,185.0,58.0
111,53.438937346378566,10.3029911946117,GAUp1meAQZKbQV8oSvpOpA,2024-07-10 11:27:15,185.0,59.0
112,53.43878600085331,10.302966220868198,GAUp1meAQZKbQV8oSvpOpA,2024-07-10 11:27:16,184.0,60.0
113,53.438633090473736,10.30294122076176,GAUp1meAQZKbQV8oSvpOpA,2024-07-10 11:27:17,184.0,61.0
114,53.438481783748195,10.30292049253155,GAUp1meAQZKbQV8oSvpOpA,2024-07-10 11:27:18,184.0,61.0
115,53.43833064137327,10.302903936777998,GAUp1meAQZKbQV8oSvpOpA,2024-07-10 11:27:19,184.0,61.0
116,53.43818260264936,10.3028816712607,GAUp1meAQZKbQV8oSvpOpA,2024-07-10 11:27:20,184.0,60.0
117,53.43803448689303,10.30286069349035,GAUp1meAQZKbQV8oSvpOpA,2024-07-10 11:27:21,185.0,59.0
118,53.43789111453341,10.302839147046956,GAUp1meAQZKbQV8oSvpOpA,2024-07-10 11:27:22,184.0,58.0
119,53.437747060897216,10.3028155622835,GAUp1meAQZKbQV8oSvpOpA,2024-07-10 11:27:23,185.0,58.0
120,53.43760294494689,10.302790906572776,GAUp1meAQZKbQV8oSvpOpA,2024-07-10 11:27:24,185.0,57.0
121,53.44616936314082,10.310788434949636,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:47:58,188.0,45.0
122,53.44605672516023,10.310757729945008,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:47:59,188.0,44.0
123,53.445948890439126,10.310733914030848,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:48:00,188.0,43.0
124,53.44574819719574,10.31067881401834,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:48:02,189.0,40.0
125,53.44565897509397,10.31066014296999,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:48:03,189.0,38.0
126,53.44557009008151,10.310647639596851,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:48:04,189.0,36.0
127,53.44544149002192,10.310571002392733,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:48:05,189.0,40.0
128,53.44534343512231,10.310546213792176,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:48:06,189.0,41.0
129,53.44524688999597,10.310530617635632,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:48:07,189.0,41.0
130,53.44513722028711,10.3104999544641,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:48:08,188.0,42.0
131,53.44503701912597,10.310472491967117,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:48:09,190.0,42.0
132,53.444930065995045,10.31043898726875,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:48:10,190.0,41.0
133,53.44482575388302,10.310410012624171,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:48:11,189.0,40.0
134,53.44472987572163,10.310392733019611,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:48:12,189.0,40.0
135,53.444638856514615,10.310377923304912,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:48:13,189.0,39.0
136,53.444522508617055,10.310316862894586,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:48:14,189.0,39.0
137,53.44442950402916,10.310291468365763,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:48:15,189.0,38.0
138,53.44433853481557,10.310271401608672,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:48:16,189.0,37.0
139,53.44425221665038,10.310254888313418,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:48:17,191.0,36.0
140,53.44416632109576,10.310235553831882,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:48:18,191.0,35.0
141,53.44408143459164,10.310214320902444,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:48:19,191.0,35.0
142,53.44399352103241,10.31018679241478,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:48:20,191.0,35.0
143,53.44389958311119,10.310153056347094,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:48:21,190.0,36.0
144,53.443790218550795,10.3100956504636,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:48:22,188.0,38.0
145,53.44368579564389,10.310069938648732,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:48:23,187.0,41.0
146,53.4435764602217,10.310056203911069,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:48:24,186.0,44.0
147,53.44346192260193,10.310044601379255,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:48:25,182.0,45.0
148,53.44335321539648,10.310051672238869,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:48:26,177.0,44.0
149,53.44324209192825,10.310069517624484,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:48:27,177.0,45.0
150,53.4431229377118,10.310058586848692,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:48:28,177.0,47.0
151,53.44299889633497,10.310034194067672,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:48:29,186.0,50.0
152,53.44286998836937,10.30999496132864,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:48:30,191.0,52.0
153,53.442739588480634,10.309939102122202,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:48:31,197.0,54.0
154,53.44261701309081,10.309868450945295,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:48:32,200.0,52.0
155,53.44250191424923,10.309783208164298,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:48:33,206.0,50.0
156,53.44239193391343,10.309682036876596,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:48:34,209.0,50.0
157,53.44228127897201,10.309567120108712,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:48:35,214.0,51.0
158,53.44217600512898,10.30943837591833,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:48:36,216.0,52.0
159,53.44208102594905,10.309286459962342,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:48:37,223.0,52.0
160,53.44200028730295,10.309124742566649,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:48:38,229.0,51.0
161,53.441926488906816,10.308945507267005,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:48:39,235.0,51.0
162,53.44186792203119,10.308753549607422,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:48:40,241.0,51.0
163,53.44182405033168,10.30854567692326,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:48:41,250.0,52.0
164,53.4417992870533,10.308332170725174,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:48:42,258.0,52.0
165,53.441786928999235,10.30810842116479,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:48:43,264.0,52.0
166,53.441779572582,10.307871714244037,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:48:44,266.0,54.0
167,53.44176946031161,10.30763012073117,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:48:45,266.0,56.0
168,53.44175633415161,10.307385405971877,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:48:46,265.0,57.0
169,53.4417443428772,10.3071380874451,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:48:47,265.0,58.0
170,53.44172959224069,10.30689083022455,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:48:48,264.0,59.0
171,53.44170836005048,10.306640246689351,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:48:49,262.0,59.0
172,53.44168213383482,10.306398861810882,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:48:50,259.0,59.0
173,53.44165056264176,10.306163317622476,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:48:51,257.0,58.0
174,53.44161465073291,10.30592822096112,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:48:52,255.0,57.0
175,53.44157640639771,10.305705085296244,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:48:53,253.0,56.0
176,53.44153005504352,10.305484776281457,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:48:54,251.0,56.0
177,53.44148134763679,10.305266652075716,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:48:55,249.0,56.0
178,53.44143064615108,10.305055913139086,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:48:56,247.0,55.0
179,53.44137726270874,10.304853422560688,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:48:57,245.0,53.0
180,53.441319723103994,10.304651929338092,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:48:58,243.0,52.0
181,53.44126450189045,10.304463046147552,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:48:59,242.0,51.0
182,53.44120571840076,10.304279869755922,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:49:00,241.0,49.0
183,53.441149476776445,10.304117103869617,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:49:01,238.0,44.0
184,53.44109914126598,10.303986935383952,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:49:02,235.0,37.0
185,53.44105856072641,10.303883164534296,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:49:03,233.0,29.0
186,53.4410208187613,10.303788772278203,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:49:04,231.0,26.0
187,53.441011957177686,10.303681902502504,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:49:05,257.0,24.0
188,53.44100067778379,10.30358232252688,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:49:06,257.0,24.0
189,53.440960813043304,10.30350188117004,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:49:07,236.0,24.0
190,53.44090057479774,10.303467069465134,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:49:08,206.0,24.0
191,53.44082927620275,10.303477299448703,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:49:09,183.0,27.0
192,53.44075664768254,10.303467397278569,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:49:10,187.0,30.0
193,53.44067143900193,10.303418359571497,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:49:11,195.0,35.0
194,53.440571875150425,10.303368324230792,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:49:12,195.0,40.0
195,53.44045817849787,10.303327878494525,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:49:13,194.0,44.0
196,53.44034603629347,10.30328450619,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:49:14,193.0,46.0
197,53.44022224315781,10.303233821741792,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:49:15,192.0,50.0
198,53.44008193675803,10.303190922625388,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:49:16,189.0,56.0
199,53.4399278651942,10.303153244040836,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:49:17,188.0,61.0
200,53.43977321729027,10.303120853049888,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:49:18,185.0,61.0
201,53.43961885291228,10.303095369125504,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:49:19,184.0,61.0
202,53.43947006589477,10.30307445736986,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:49:20,184.0,61.0
203,53.4393116615343,10.303053196860487,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:49:21,184.0,63.0
204,53.43915540953342,10.303028849604653,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:49:22,185.0,63.0
205,53.43899969556764,10.303004595800054,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:49:23,185.0,62.0
206,53.4388514378537,10.302984682334476,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:49:24,184.0,60.0
207,53.438702396961794,10.302966170316129,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:49:25,184.0,59.0
208,53.438558975706336,10.302949852128195,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:49:26,184.0,58.0
209,53.438423152698405,10.302930799334089,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:49:27,184.0,54.0
210,53.43830134881291,10.302912759399366,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:49:28,184.0,49.0
211,53.43819817402881,10.302898800013764,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:49:29,184.0,43.0
212,53.43810487062646,10.30288701245953,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:49:30,184.0,37.0
213,53.43802989161139,10.30287441774456,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:49:31,185.0,30.0
214,53.43797395883853,10.302868372364358,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:49:32,185.0,24.0
215,53.43793383974377,10.302842395330256,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:49:33,185.0,18.0
216,53.43791026125471,10.30280877223187,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:49:34,185.0,12.0
217,53.43789575900783,10.302767126519113,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:49:35,228.0,10.0
218,53.43788988392495,10.302712456026086,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:49:36,247.0,11.0
219,53.43789717325374,10.302649524141367,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:49:37,266.0,13.0
220,53.437900692728256,10.302598181564036,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:49:38,271.0,11.0
221,53.43789937013633,10.302548862232522,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:49:39,273.0,11.0
222,53.43791421462621,10.302507071779154,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:49:40,273.0,11.0
223,53.43790777498106,10.302481806709077,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:49:41,220.0,13.0
224,53.437793644210196,10.302471733633569,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:49:42,183.0,16.0
225,53.437746296553755,10.302447147373575,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:49:43,185.0,19.0
226,53.43769595594346,10.30243924950164,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:49:44,185.0,20.0
227,53.43764318689457,10.30243097064009,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:49:45,185.0,20.0
228,53.43759113832603,10.302423319392837,2fOZ1OSHTNeX0QUffm2zjg,2024-07-10 09:49:46,182.0,20.0
